Bundesland,project_id,subject_area,funding_start_year,funding_end_year
Nordrhein-Westfalen,5338508,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1987,1
Nordrhein-Westfalen,5338522,FK Physik der kondensierten Materie,1987,1
Nordrhein-Westfalen,5338564,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1987,1
Nordrhein-Westfalen,5338570,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1987,1
Nordrhein-Westfalen,5338576,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1987,1
Nordrhein-Westfalen,5338653,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1987,1
Nordrhein-Westfalen,5338660,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1987,1
Nordrhein-Westfalen,5338666,Präparative und Physikalische Chemie von Polymeren,1987,1
Nordrhein-Westfalen,5338726,Physik,1987,1
Nordrhein-Westfalen,5474568,Physik,1987,1
Nordrhein-Westfalen,5474568,Physik,1987,1
Nordrhein-Westfalen,5474568,Physik,1987,1
Nordrhein-Westfalen,5338528,Mathematik,1987,1
Nordrhein-Westfalen,5338534,FK Physik der kondensierten Materie,1987,1
Nordrhein-Westfalen,5338558,Mathematik,1987,1
Nordrhein-Westfalen,5338646,Mathematik,1987,1
Freistaat Bayern,5337990,Alte Geschichte,1987,1
Rheinland-Pfalz,5338018,Mittelalterliche Geschichte,1987,1
Rheinland-Pfalz,5338024,Mittelalterliche Geschichte,1987,1
Rheinland-Pfalz,5338034,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),1987,1
Rheinland-Pfalz,5338040,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),1987,1
Rheinland-Pfalz,5338088,Mittelalterliche Geschichte,1987,1
Rheinland-Pfalz,5338094,Mittelalterliche Geschichte,1987,1
Rheinland-Pfalz,5338100,Mittelalterliche Geschichte,1987,1
Rheinland-Pfalz,5338148,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),1987,1
Rheinland-Pfalz,5338204,Geisteswissenschaften,1987,1
Rheinland-Pfalz,5474491,Geisteswissenschaften,1987,1
Nordrhein-Westfalen,5338582,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1988,1
Nordrhein-Westfalen,5338672,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1988,1
Brandenburg,5344642,Ethnologie und Europäische Ethnologie,1988,1
Brandenburg,5344649,Ethnologie und Europäische Ethnologie,1988,1
Brandenburg,5344715,"FK Ethnologie, Außereuropäische Kulturen, Religionswissenschaft",1988,1
Brandenburg,5344724,"FK Ethnologie, Außereuropäische Kulturen, Religionswissenschaft",1988,1
Brandenburg,5344730,"FK Ethnologie, Außereuropäische Kulturen, Religionswissenschaft",1988,1
Brandenburg,5344767,Ethnologie und Europäische Ethnologie,1988,1
Brandenburg,5344782,Ethnologie und Europäische Ethnologie,1988,1
Brandenburg,5344828,FK Geographie,1988,1
Brandenburg,5344838,FK Geographie,1988,1
Brandenburg,5344846,FK Geographie,1988,1
Brandenburg,5344892,Sozial- und Verhaltenswissenschaften,1988,1
Brandenburg,5475676,Sozial- und Verhaltenswissenschaften,1988,1
Baden-Württemberg,5344820,FK Geographie,1988,1
Hessen,5339688,Strömungsmechanik,1988,1
Hessen,5339694,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",1988,1
Hessen,5339700,"Konstruktion, Maschinenelemente, Produktentwicklung",1988,1
Hessen,5339706,Strömungs- und Kolbenmaschinen,1988,1
Hessen,5339712,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",1988,1
Hessen,5339718,Strömungsmechanik,1988,1
Hessen,5339736,"Konstruktion, Maschinenelemente, Produktentwicklung",1988,1
Hessen,5339774,"Elektronische Halbleiter, Bauelemente und Schaltungen, Integrierte Systeme",1988,1
Hessen,5339804,"Elektronische Halbleiter, Bauelemente und Schaltungen, Integrierte Systeme",1988,1
Hessen,5339810,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",1988,1
Hessen,5339816,Maschinenbau und Produktionstechnik,1988,1
Hessen,5474725,Maschinenbau und Produktionstechnik,1988,1
Rheinland-Pfalz,5338106,Mittelalterliche Geschichte,1988,1
Freie Hansestadt Bremen,5328654,Empirische Sozialforschung,1988,1
Freie Hansestadt Bremen,5328666,Kriminologie,1988,1
Freie Hansestadt Bremen,5328682,Empirische Sozialforschung,1988,1
Freie Hansestadt Bremen,5328694,Empirische Sozialforschung,1988,1
Freie Hansestadt Bremen,5328700,Kriminologie,1988,1
Freie Hansestadt Bremen,5328724,Empirische Sozialforschung,1988,1
Freie Hansestadt Bremen,5328736,Empirische Sozialforschung,1988,1
Freie Hansestadt Bremen,5328754,Wirtschafts- und Sozialgeschichte,1988,1
Freie Hansestadt Bremen,5328760,Empirische Sozialforschung,1988,1
Freie Hansestadt Bremen,5328784,Sozial- und Verhaltenswissenschaften,1988,1
Freie Hansestadt Bremen,5471977,Sozial- und Verhaltenswissenschaften,1988,1
Nordrhein-Westfalen,5342004,Strömungsmechanik,1989,1
Nordrhein-Westfalen,5342010,FK Mechanik und Konstruktiver Maschinenbau,1989,1
Nordrhein-Westfalen,5342016,Strömungsmechanik,1989,1
Nordrhein-Westfalen,5342022,Strömungsmechanik,1989,1
Nordrhein-Westfalen,5342028,FK Mechanik und Konstruktiver Maschinenbau,1989,1
Nordrhein-Westfalen,5342032,Strömungsmechanik,1989,1
Nordrhein-Westfalen,5342038,Strömungsmechanik,1989,1
Nordrhein-Westfalen,5342044,Strömungsmechanik,1989,1
Nordrhein-Westfalen,5342050,Mechanik,1989,1
Nordrhein-Westfalen,5342062,Mathematik,1989,1
Nordrhein-Westfalen,5342072,Strömungs- und Kolbenmaschinen,1989,1
Nordrhein-Westfalen,5342078,Strömungs- und Kolbenmaschinen,1989,1
Nordrhein-Westfalen,5342084,FK Mechanik und Konstruktiver Maschinenbau,1989,1
Nordrhein-Westfalen,5342090,Strömungs- und Kolbenmaschinen,1989,1
Nordrhein-Westfalen,5342096,Strömungs- und Kolbenmaschinen,1989,1
Nordrhein-Westfalen,5342102,FK Mechanik und Konstruktiver Maschinenbau,1989,1
Nordrhein-Westfalen,5342108,"FK Wärmeenergietechnik, Thermische Maschinen und Antriebe",1989,1
Nordrhein-Westfalen,5342120,Wärmetechnik/Verfahrenstechnik,1989,1
Nordrhein-Westfalen,5475133,Wärmetechnik/Verfahrenstechnik,1989,1
Freistaat Bayern,5342318,Strömungsmechanik,1989,1
Freistaat Bayern,5342324,Strömungsmechanik,1989,1
Freistaat Bayern,5342336,Strömungsmechanik,1989,1
Freistaat Bayern,5342354,Strömungs- und Kolbenmaschinen,1989,1
Freistaat Bayern,5342364,"FK Verfahrenstechnik, Technische Chemie",1989,1
Freistaat Bayern,5342370,Strömungs- und Kolbenmaschinen,1989,1
Freistaat Bayern,5342382,FK Werkstofftechnik,1989,1
Freistaat Bayern,5342412,Strömungsmechanik,1989,1
Freistaat Bayern,5342418,Strömungsmechanik,1989,1
Freistaat Bayern,5342424,Mathematik,1989,1
Freistaat Bayern,5342430,Strömungsmechanik,1989,1
Freistaat Bayern,5342436,Strömungsmechanik,1989,1
Freistaat Bayern,5342442,Strömungsmechanik,1989,1
Freistaat Bayern,5342454,Wärmetechnik/Verfahrenstechnik,1989,1
Freistaat Bayern,5475209,Wärmetechnik/Verfahrenstechnik,1989,1
Brandenburg,5344657,Ethnologie und Europäische Ethnologie,1989,1
Nordrhein-Westfalen,5338586,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1989,1
Freie Hansestadt Bremen,5328688,Empirische Sozialforschung,1989,1
Freie Hansestadt Bremen,5328718,Wirtschaftspolitik und Finanzwissenschaften,1989,1
Nordrhein-Westfalen,5338540,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1990,1
Nordrhein-Westfalen,5338592,Mathematik,1990,1
Nordrhein-Westfalen,5338604,Mathematik,1990,1
Nordrhein-Westfalen,5338688,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1990,1
Nordrhein-Westfalen,5338610,Mathematik,1990,1
Nordrhein-Westfalen,5338676,FK Physik der kondensierten Materie,1990,1
Nordrhein-Westfalen,5338682,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",1990,1
Brandenburg,5344790,FK Pflanzenwissenschaften,1990,1
Baden-Württemberg,5342858,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",1990,1
Baden-Württemberg,5342864,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",1990,1
Baden-Württemberg,5342870,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",1990,1
Baden-Württemberg,5342888,FK Werkstofftechnik,1990,1
Baden-Württemberg,5342892,FK Werkstofftechnik,1990,1
Baden-Württemberg,5342920,FK Werkstofftechnik,1990,1
Baden-Württemberg,5342926,FK Werkstofftechnik,1990,1
Baden-Württemberg,5342932,FK Mechanik und Konstruktiver Maschinenbau,1990,1
Baden-Württemberg,5342938,Mathematik,1990,1
Baden-Württemberg,5342944,Strömungsmechanik,1990,1
Baden-Württemberg,5342956,"FK Wärmeenergietechnik, Thermische Maschinen und Antriebe",1990,1
Baden-Württemberg,5342962,"FK Wärmeenergietechnik, Thermische Maschinen und Antriebe",1990,1
Baden-Württemberg,5342968,Strömungsmechanik,1990,1
Baden-Württemberg,5342974,Strömungsmechanik,1990,1
Baden-Württemberg,5342980,Strömungsmechanik,1990,1
Baden-Württemberg,5342986,Strömungsmechanik,1990,1
Baden-Württemberg,5342992,Strömungsmechanik,1990,1
Baden-Württemberg,5342998,Strömungsmechanik,1990,1
Baden-Württemberg,5343026,Maschinenbau und Produktionstechnik,1990,1
Baden-Württemberg,5475343,Maschinenbau und Produktionstechnik,1990,1
Nordrhein-Westfalen,5131244,,1990,0
Baden-Württemberg,5353381,FK Informatik,1990,1
Baden-Württemberg,5353385,"Konstruktion, Maschinenelemente, Produktentwicklung",1990,1
Baden-Württemberg,5353389,"Arbeitswissenschaft, Ergonomie, Mensch-Maschine-Systeme",1990,1
Baden-Württemberg,5353393,"Arbeitswissenschaft, Ergonomie, Mensch-Maschine-Systeme",1990,1
Baden-Württemberg,5353421,"Konstruktion, Maschinenelemente, Produktentwicklung",1990,1
Baden-Württemberg,5353429,"Konstruktion, Maschinenelemente, Produktentwicklung",1990,1
Baden-Württemberg,5353437,FK Produktionstechnik,1990,1
Baden-Württemberg,5353445,"Arbeitswissenschaft, Ergonomie, Mensch-Maschine-Systeme",1990,1
Baden-Württemberg,5353449,FK Produktionstechnik,1990,1
Baden-Württemberg,5353457,FK Produktionstechnik,1990,1
Baden-Württemberg,5353461,FK Produktionstechnik,1990,1
Baden-Württemberg,5353481,Maschinenbau und Produktionstechnik,1990,1
Baden-Württemberg,5478250,Maschinenbau und Produktionstechnik,1990,1
Rheinland-Pfalz,5338046,Alte Geschichte,1990,1
Rheinland-Pfalz,5338052,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),1990,1
Rheinland-Pfalz,5338058,Grundlagen des Rechts und der Rechtswissenschaft,1990,1
Rheinland-Pfalz,5338112,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),1990,1
Rheinland-Pfalz,5338174,Ältere deutsche Literatur,1990,1
Nordrhein-Westfalen,5330284,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5346344,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Nordrhein-Westfalen,5346394,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Nordrhein-Westfalen,5330198,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330204,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330208,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330214,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330220,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330226,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330232,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330238,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330272,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330278,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330290,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330296,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330302,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330308,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330314,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330346,FK Neurowissenschaft,1991,1
Nordrhein-Westfalen,5330358,Medizin,1991,1
Nordrhein-Westfalen,5346370,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Nordrhein-Westfalen,5346404,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Nordrhein-Westfalen,5346428,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Nordrhein-Westfalen,5346432,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Nordrhein-Westfalen,5346436,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Nordrhein-Westfalen,5346448,Geisteswissenschaften,1991,1
Nordrhein-Westfalen,5472415,Medizin,1991,1
Nordrhein-Westfalen,5476093,Geisteswissenschaften,1991,1
Nordrhein-Westfalen,5476093,Geisteswissenschaften,1991,1
Freistaat Bayern,5353598,FK Physik der kondensierten Materie,1991,1
Freistaat Bayern,5353602,FK Physik der kondensierten Materie,1991,1
Freistaat Bayern,5353607,Experimentelle Physik der kondensierten Materie,1991,1
Freistaat Bayern,5353612,Theoretische Physik der kondensierten Materie,1991,1
Freistaat Bayern,5353616,FK Physik der kondensierten Materie,1991,1
Freistaat Bayern,5353640,Experimentelle Physik der kondensierten Materie,1991,1
Freistaat Bayern,5353644,"Nachrichten- und Hochfrequenztechnik, Kommunikationstechnik und -netze, Theoretische Elektrotechnik",1991,1
Freistaat Bayern,5353652,FK Physik der kondensierten Materie,1991,1
Freistaat Bayern,5353656,"Nachrichten- und Hochfrequenztechnik, Kommunikationstechnik und -netze, Theoretische Elektrotechnik",1991,1
Freistaat Bayern,5353660,"Nachrichten- und Hochfrequenztechnik, Kommunikationstechnik und -netze, Theoretische Elektrotechnik",1991,1
Freistaat Bayern,5353668,Physik,1991,1
Freistaat Bayern,5478319,Physik,1991,1
Freistaat Bayern,5478319,Physik,1991,1
Freistaat Bayern,5353648,FK Physik der kondensierten Materie,1991,1
Brandenburg,5344665,Ethnologie und Europäische Ethnologie,1991,1
Brandenburg,5344798,Ethnologie und Europäische Ethnologie,1991,1
Brandenburg,5344861,FK Geographie,1991,1
Brandenburg,5344869,FK Pflanzenwissenschaften,1991,1
 Berlin,5329914,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5329920,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5329926,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5329932,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5329938,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5330022,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5330026,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5330032,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5330038,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5330044,"FK Mikrobiologie, Virologie und Immunologie",1991,1
 Berlin,5330050,"FK Mikrobiologie, Virologie und Immunologie",1991,1
 Berlin,5330058,Lebensmittelchemie,1991,1
 Berlin,5330064,"FK Mikrobiologie, Virologie und Immunologie",1991,1
 Berlin,5330070,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
 Berlin,5330076,Bioverfahrenstechnik,1991,1
 Berlin,5330186,Biologie,1991,1
 Berlin,5472381,Biologie,1991,1
Nordrhein-Westfalen,5346504,Biochemie,1991,1
Nordrhein-Westfalen,5346508,Biochemie,1991,1
Nordrhein-Westfalen,5346512,Biochemie,1991,1
Nordrhein-Westfalen,5346520,Biochemie,1991,1
Nordrhein-Westfalen,5346544,FK Grundlagen der Biologie und Medizin,1991,1
Nordrhein-Westfalen,5346553,FK Grundlagen der Biologie und Medizin,1991,1
Nordrhein-Westfalen,5346557,Biochemie,1991,1
Nordrhein-Westfalen,5346561,Biochemie,1991,1
Nordrhein-Westfalen,5346565,Biochemie,1991,1
Nordrhein-Westfalen,5346581,FK Grundlagen der Biologie und Medizin,1991,1
Nordrhein-Westfalen,5346585,FK Grundlagen der Biologie und Medizin,1991,1
Nordrhein-Westfalen,5346589,Biochemie,1991,1
Nordrhein-Westfalen,5346593,Biochemie,1991,1
Nordrhein-Westfalen,5346601,Biologie,1991,1
Nordrhein-Westfalen,5353832,Physische Geographie,1991,1
Nordrhein-Westfalen,5353844,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",1991,1
Nordrhein-Westfalen,5353848,FK Geographie,1991,1
Nordrhein-Westfalen,5353852,Bodenwissenschaften,1991,1
Nordrhein-Westfalen,5353868,Physik des Erdkörpers,1991,1
Nordrhein-Westfalen,5353896,Physik des Erdkörpers,1991,1
Nordrhein-Westfalen,5353900,"Geologie, Ingenieurgeologie, Paläontologie",1991,1
Nordrhein-Westfalen,5353905,"Geologie, Ingenieurgeologie, Paläontologie",1991,1
Nordrhein-Westfalen,5353915,"Geologie, Ingenieurgeologie, Paläontologie",1991,1
Nordrhein-Westfalen,5353917,"Geologie, Ingenieurgeologie, Paläontologie",1991,1
Nordrhein-Westfalen,5353925,Physik des Erdkörpers,1991,1
Nordrhein-Westfalen,5353929,Physik des Erdkörpers,1991,1
Nordrhein-Westfalen,5353933,Physik des Erdkörpers,1991,1
Nordrhein-Westfalen,5353945,Geowissenschaften,1991,1
Nordrhein-Westfalen,5476155,Biologie,1991,1
Nordrhein-Westfalen,5478386,Geowissenschaften,1991,1
Nordrhein-Westfalen,5346340,Einzelsprachwissenschaften,1991,1
Nordrhein-Westfalen,5346364,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1991,1
Freistaat Bayern,5343584,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Freistaat Bayern,5343598,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Freistaat Bayern,5343604,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Freistaat Bayern,5343640,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Freistaat Bayern,5343646,FK Medizin,1991,1
Freistaat Bayern,5343652,FK Medizin,1991,1
Freistaat Bayern,5343658,FK Medizin,1991,1
Freistaat Bayern,5343664,FK Medizin,1991,1
Freistaat Bayern,5343702,FK Medizin,1991,1
Freistaat Bayern,5343709,Pharmakologie,1991,1
Freistaat Bayern,5343714,FK Medizin,1991,1
Freistaat Bayern,5343720,FK Medizin,1991,1
Freistaat Bayern,5343726,FK Medizin,1991,1
Freistaat Bayern,5343730,FK Medizin,1991,1
Freistaat Bayern,5343785,Medizin,1991,1
Freistaat Bayern,5475496,Medizin,1991,1
Rheinland-Pfalz,5344737,"FK Ethnologie, Außereuropäische Kulturen, Religionswissenschaft",1991,1
Baden-Württemberg,5353441,"Konstruktion, Maschinenelemente, Produktentwicklung",1991,1
Hessen,5346669,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Hessen,5346673,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Hessen,5346677,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Hessen,5346681,FK Grundlagen der Biologie und Medizin,1991,1
Hessen,5346685,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Hessen,5346689,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Hessen,5346709,Anatomie,1991,1
Hessen,5346713,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Hessen,5346717,Biochemie,1991,1
Hessen,5346721,"FK Mikrobiologie, Virologie und Immunologie",1991,1
Hessen,5346749,Medizin,1991,1
Hessen,5476217,Medizin,1991,1
Baden-Württemberg,5354067,Biochemie,1991,1
Baden-Württemberg,5354069,Biochemie,1991,1
Baden-Württemberg,5354073,Physiologie,1991,1
Baden-Württemberg,5354077,Biochemie,1991,1
Baden-Württemberg,5354081,Biochemie,1991,1
Baden-Württemberg,5354089,Biochemie,1991,1
Baden-Württemberg,5354093,Biochemie,1991,1
Baden-Württemberg,5354117,FK Grundlagen der Biologie und Medizin,1991,1
Baden-Württemberg,5354121,Biochemie,1991,1
Baden-Württemberg,5354125,FK Grundlagen der Biologie und Medizin,1991,1
Baden-Württemberg,5354149,FK Grundlagen der Biologie und Medizin,1991,1
Baden-Württemberg,5354153,Biologie,1991,1
Baden-Württemberg,5478445,Biologie,1991,1
Hessen,5339780,Strömungsmechanik,1991,1
Freie Hansestadt Bremen,5328748,Empirische Sozialforschung,1991,1
Nordrhein-Westfalen,5330352,FK Neurowissenschaft,1992,1
Nordrhein-Westfalen,5346366,"Allgemeine und Vergleichende Sprachwissenschaft, Typologie, Außereuropäische Sprachen",1992,1
Freistaat Bayern,5354173,Physiologie,1992,1
Freistaat Bayern,5342348,Strömungsmechanik,1992,1
Brandenburg,5344900,"FK Ethnologie, Außereuropäische Kulturen, Religionswissenschaft",1992,1
 Berlin,5346859,Mathematik,1992,1
 Berlin,5346873,Mathematik,1992,1
 Berlin,5346877,Mathematik,1992,1
 Berlin,5346889,Mathematik,1992,1
 Berlin,5346893,Mathematik,1992,1
 Berlin,5346905,Mathematik,1992,1
 Berlin,5346913,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",1992,1
 Berlin,5346917,Mathematik,1992,1
 Berlin,5346925,Mathematik,1992,1
 Berlin,5346941,Mathematik,1992,1
 Berlin,5346945,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",1992,1
 Berlin,5346965,Mathematik,1992,1
 Berlin,5346969,Mathematik,1992,1
 Berlin,5476285,Mathematik,1992,1
 Berlin,5346909,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",1992,1
 Berlin,5346949,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",1992,1
Nordrhein-Westfalen,5346569,Biochemie,1992,1
Nordrhein-Westfalen,5353840,"Geologie, Ingenieurgeologie, Paläontologie",1992,1
Brandenburg,5346921,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",1992,1
Brandenburg,5346953,Mathematik,1992,1
Freistaat Sachsen,5353485,"Konstruktion, Maschinenelemente, Produktentwicklung",1992,1
Freistaat Sachsen,5354616,Rechnerarchitekturen und eingebettete Systeme,1992,1
Freistaat Sachsen,5354618,Rechnerarchitekturen und eingebettete Systeme,1992,1
Freistaat Sachsen,5354638,Rechnerarchitekturen und eingebettete Systeme,1992,1
Freistaat Sachsen,5354642,Rechnerarchitekturen und eingebettete Systeme,1992,1
Freistaat Sachsen,5354650,Rechnerarchitekturen und eingebettete Systeme,1992,1
Freistaat Sachsen,5354654,Rechnerarchitekturen und eingebettete Systeme,1992,1
Freistaat Sachsen,5354689,"Elektronische Halbleiter, Bauelemente und Schaltungen, Integrierte Systeme",1992,1
Freistaat Sachsen,5354695,"Elektronische Halbleiter, Bauelemente und Schaltungen, Integrierte Systeme",1992,1
Freistaat Sachsen,5354711,"Informatik, System- und Elektrotechnik",1992,1
Freistaat Sachsen,5478635,"Informatik, System- und Elektrotechnik",1992,1
Freistaat Sachsen,5478635,"Informatik, System- und Elektrotechnik",1992,1
Freistaat Thüringen,5478635,"Informatik, System- und Elektrotechnik",1992,1
Niedersachsen,5343880,Allgemein- und Viszeralchirurgie,1992,1
Niedersachsen,5343887,FK Medizin,1992,1
Niedersachsen,5343894,FK Medizin,1992,1
Niedersachsen,5343902,FK Medizin,1992,1
Niedersachsen,5343910,Pharmakologie,1992,1
Niedersachsen,5343926,Pharmakologie,1992,1
Niedersachsen,5343934,Frauenheilkunde und Geburtshilfe,1992,1
Niedersachsen,5343949,"Hämatologie, Onkologie, Transfusionsmedizin",1992,1
Niedersachsen,5343962,FK Medizin,1992,1
Niedersachsen,5343970,FK Medizin,1992,1
Niedersachsen,5343978,FK Medizin,1992,1
Niedersachsen,5343985,Allgemein- und Viszeralchirurgie,1992,1
Niedersachsen,5343993,FK Medizin,1992,1
Niedersachsen,5344013,Kinder- und Jugendmedizin,1992,1
Niedersachsen,5344051,FK Medizin,1992,1
Niedersachsen,5344066,Medizin,1992,1
Niedersachsen,5475565,Medizin,1992,1
Freistaat Bayern,5478566,Maschinenbau und Produktionstechnik,1992,1
Freistaat Bayern,5478566,Maschinenbau und Produktionstechnik,1992,1
Freistaat Bayern,5354157,Pharmakologie,1992,1
Freistaat Bayern,5354161,Biophysik,1992,1
Freistaat Bayern,5354165,Physiologie,1992,1
Freistaat Bayern,5354177,Physiologie,1992,1
Freistaat Bayern,5354181,Pharmakologie,1992,1
Freistaat Bayern,5354191,Physiologie,1992,1
Freistaat Bayern,5354195,Physiologie,1992,1
Freistaat Bayern,5354199,Physiologie,1992,1
Freistaat Bayern,5354207,Physiologie,1992,1
Freistaat Bayern,5354211,Dermatologie,1992,1
Freistaat Bayern,5354214,Physiologie,1992,1
Freistaat Bayern,5354261,Medizin,1992,1
Freistaat Bayern,5354454,FK Polymerforschung,1992,1
Freistaat Bayern,5354456,FK Werkstofftechnik,1992,1
Freistaat Bayern,5354462,Ur- und Umformtechnik,1992,1
Freistaat Bayern,5354470,Polymermaterialien,1992,1
Freistaat Bayern,5354474,"Füge-, Montage- und Trenntechnik",1992,1
Freistaat Bayern,5354476,Produktionsorganisation und Betriebswissenschaften,1992,1
Freistaat Bayern,5354486,Produktionsorganisation und Betriebswissenschaften,1992,1
Freistaat Bayern,5354490,Messsysteme,1992,1
Freistaat Bayern,5354494,Produktionsorganisation und Betriebswissenschaften,1992,1
Freistaat Bayern,5354502,Maschinenbau und Produktionstechnik,1992,1
Freistaat Bayern,5478479,Medizin,1992,1
