Bundesland,project_id,subject_area,funding_start_year,funding_end_year
Nordrhein-Westfalen,5336621,Grundlagen der Biologie und Medizin,2001,1
Brandenburg,273301,Theologie,2001,1
Brandenburg,273301,Sprachwissenschaften,2001,1
Brandenburg,273301,Geschichtswissenschaften,2001,1
Brandenburg,273301,Sozialwissenschaften,2001,1
Niedersachsen,273337,Grundlagen der Biologie und Medizin,2001,1
Niedersachsen,5292612,Physiologie,2001,1
Niedersachsen,5292624,Nephrologie,2001,1
Niedersachsen,5292630,Physiologie,2001,1
Niedersachsen,5292646,Physiologie,2001,1
Niedersachsen,5292660,Physiologie,2001,1
Niedersachsen,5292666,Physiologie,2001,1
Niedersachsen,5292684,"Kardiologie, Angiologie",2001,1
Niedersachsen,5292690,Physiologie,2001,1
Niedersachsen,5292696,Pharmakologie,2001,1
Niedersachsen,5292708,"Kardiologie, Angiologie",2001,1
Niedersachsen,5292714,Medizin,2001,1
Niedersachsen,5304998,Immunologie,2001,1
Niedersachsen,5305136,Biochemie,2001,1
Niedersachsen,5306084,Hals-Nasen-Ohrenheilkunde,2001,1
Niedersachsen,5306090,Physiologie,2001,1
Niedersachsen,5306190,Biophysik,2001,1
Niedersachsen,5306202,Physiologie,2001,1
Niedersachsen,5306220,Biophysik,2001,1
Niedersachsen,5306302,Physiologie,2001,1
Niedersachsen,5484588,Medizin,2001,1
Niedersachsen,5484588,Medizin,2001,1
Nordrhein-Westfalen,5484588,Medizin,2001,1
 Hamburg,273033,Chemische Festkörper- und Oberflächenforschung,2001,1
 Hamburg,5275978,Biochemie,2001,1
 Hamburg,5286662,Physik und Chemie der Atmosphäre,2001,1
 Hamburg,5286680,FK Atmosphären- und Meeresforschung,2001,1
 Hamburg,5298420,Geowissenschaften,2001,1
 Hamburg,5298426,Physik der kondensierten Materie,2001,1
Freistaat Sachsen,273323,Polymerforschung,2001,1
Freistaat Sachsen,273323,Produktionstechnik,2001,1
Freistaat Sachsen,273323,Physikalische und Theoretische Chemie,2001,1
Freistaat Sachsen,5314086,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Freistaat Sachsen,5314092,Frühneuzeitliche Geschichte,2001,1
Niedersachsen,273293,"Agrar-, Forstwissenschaften und Tiermedizin",2001,1
Niedersachsen,5274370,Pharmakologie,2001,1
Niedersachsen,5274382,Immunologie,2001,1
Niedersachsen,5274400,Kinder- und Jugendmedizin,2001,1
Niedersachsen,5274456,Dermatologie,2001,1
Niedersachsen,5274552,Immunologie,2001,1
Niedersachsen,5274558,Allgemein- und Viszeralchirurgie,2001,1
Niedersachsen,5274626,Kinder- und Jugendmedizin,2001,1
Niedersachsen,5274644,Biophysik,2001,1
Niedersachsen,5274722,Zellbiologie,2001,1
Niedersachsen,5274738,Pharmakologie,2001,1
Niedersachsen,5274807,Pharmakologie,2001,1
Niedersachsen,5274820,FK Grundlagen der Biologie und Medizin,2001,1
Niedersachsen,5274826,"Gastroenterologie, Stoffwechsel",2001,1
Niedersachsen,5274832,"Kardiologie, Angiologie",2001,1
Niedersachsen,5274916,Medizin,2001,1
Niedersachsen,5275058,Pharmazie,2001,1
Niedersachsen,5300456,Nephrologie,2001,1
Niedersachsen,5300461,Allgemein- und Viszeralchirurgie,2001,1
Niedersachsen,5300474,Allgemein- und Viszeralchirurgie,2001,1
Niedersachsen,5300676,"Herz-, Thorax-, Gefäßchirurgie",2001,1
Niedersachsen,5300706,"Gastroenterologie, Stoffwechsel",2001,1
Niedersachsen,5300716,Pathologie,2001,1
Niedersachsen,5310184,Pharmakologie,2001,1
Niedersachsen,5484359,Medizin,2001,1
Niedersachsen,273369,"Agrar-, Forstwissenschaften und Tiermedizin",2001,1
Niedersachsen,273209,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2001,1
Niedersachsen,5288866,Spanende Fertigungstechnik,2001,1
Niedersachsen,5288878,Produktionsorganisation und Betriebswissenschaften,2001,1
Freistaat Bayern,273297,Sprachwissenschaften,2001,1
Freistaat Bayern,273381,Medizin,2001,1
Freistaat Bayern,5101364,Virologie,2001,1
Freistaat Bayern,5250942,Biochemie,2001,1
Freistaat Bayern,5288217,"Epidemiologie, Medizinische Biometrie, Medizinische Informatik",2001,1
Freistaat Bayern,5288230,"Epidemiologie, Medizinische Biometrie, Medizinische Informatik",2001,1
Freistaat Bayern,5288246,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",2001,1
Freistaat Bayern,5304114,Anatomie,2001,1
Freistaat Bayern,5304270,Pharmakologie,2001,1
Freistaat Bayern,5309380,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309442,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309447,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309454,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309472,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309502,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309520,FK Molekülchemie,2001,1
Freistaat Bayern,5309534,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309546,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309552,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309558,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2001,1
Freistaat Bayern,5309570,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",2001,1
Freistaat Bayern,5309604,Allgemeine Theoretische Chemie,2001,1
Freistaat Bayern,5309770,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309826,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",2001,1
Freistaat Bayern,5309838,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Freistaat Bayern,5309862,Chemie,2001,1
Freistaat Bayern,5345835,"Klinische Neurowissenschaften II - Psychiatrie, Psychotherapie, Kinder- und Jugendspychiatrie",2001,1
Freistaat Bayern,5351172,Zellbiologie,2001,1
Freistaat Bayern,5363911,Zellbiologie,2001,1
Freistaat Bayern,5484668,Chemie,2001,1
Freistaat Bayern,5484668,Wärmetechnik/Verfahrenstechnik,2001,1
Nordrhein-Westfalen,5322050,Ägyptische und Vorderasiatische Altertumswissenschaften,2001,1
Nordrhein-Westfalen,5322080,Klassische Archäologie,2001,1
Nordrhein-Westfalen,5322122,Ethnologie und Europäische Ethnologie,2001,1
Nordrhein-Westfalen,5322132,"Islamwissenschaften, Arabistik, Semitistik",2001,1
Nordrhein-Westfalen,5322146,"Islamwissenschaften, Arabistik, Semitistik",2001,1
Nordrhein-Westfalen,5322336,Alte Geschichte,2001,1
Nordrhein-Westfalen,5322342,Alte Geschichte,2001,1
Nordrhein-Westfalen,5322368,Ägyptische und Vorderasiatische Altertumswissenschaften,2001,1
Nordrhein-Westfalen,5322374,Ägyptische und Vorderasiatische Altertumswissenschaften,2001,1
Nordrhein-Westfalen,5322380,"Islamwissenschaften, Arabistik, Semitistik",2001,1
Nordrhein-Westfalen,5322392,"Islamwissenschaften, Arabistik, Semitistik",2001,1
Nordrhein-Westfalen,5322404,"Islamwissenschaften, Arabistik, Semitistik",2001,1
Nordrhein-Westfalen,5484782,Geisteswissenschaften,2001,1
Nordrhein-Westfalen,5484782,Geowissenschaften,2001,1
Freistaat Sachsen,5484782,Geisteswissenschaften,2001,1
Freistaat Sachsen,5484782,Geowissenschaften,2001,1
Freistaat Sachsen,5484782,Geisteswissenschaften,2001,1
Freistaat Sachsen,5484782,Geowissenschaften,2001,1
Freistaat Sachsen,5484782,Geisteswissenschaften,2001,1
Freistaat Sachsen,5484782,Geowissenschaften,2001,1
Rheinland-Pfalz,272905,Theologie,2001,1
Rheinland-Pfalz,272905,Alte Kulturen,2001,1
Rheinland-Pfalz,272905,Geschichtswissenschaften,2001,1
Rheinland-Pfalz,272905,"Kunst-, Musik-, Theater- und Medienwissenschaften",2001,1
Rheinland-Pfalz,5289596,Pharmakologie,2001,1
Rheinland-Pfalz,5289602,Pharmakologie,2001,1
Rheinland-Pfalz,5289628,Pharmakologie,2001,1
Rheinland-Pfalz,5289664,Pharmakologie,2001,1
Rheinland-Pfalz,5289692,Pharmakologie,2001,1
Rheinland-Pfalz,5289712,Medizin,2001,1
Rheinland-Pfalz,5352920,Ägyptische und Vorderasiatische Altertumswissenschaften,2001,1
Baden-Württemberg,273365,Physik der kondensierten Materie,2001,1
Baden-Württemberg,5152546,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2001,1
Baden-Württemberg,5285390,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2001,1
Baden-Württemberg,5307326,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2001,1
Baden-Württemberg,5339024,"Interaktive und intelligente Systeme, Bild- und Sprachverarbeitung, Computergraphik und Visualisierung",2001,1
Baden-Württemberg,5339030,"Betriebs-, Kommunikations-, Datenbank- und verteilte Systeme",2001,1
Baden-Württemberg,5339036,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",2001,1
Baden-Württemberg,5339122,Theoretische Informatik,2001,1
Baden-Württemberg,5339136,Theoretische Informatik,2001,1
Baden-Württemberg,5339146,Mechanik,2001,1
Baden-Württemberg,5339160,Theoretische Informatik,2001,1
Baden-Württemberg,5339166,Theoretische Informatik,2001,1
Baden-Württemberg,5339180,Messsysteme,2001,1
Baden-Württemberg,5339186,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",2001,1
Baden-Württemberg,5339208,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",2001,1
Baden-Württemberg,5339236,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",2001,1
Baden-Württemberg,5339252,Messsysteme,2001,1
Baden-Württemberg,5339258,"Informatik, System- und Elektrotechnik",2001,1
Baden-Württemberg,5339264,"Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik, Cyber Physical Systems",2001,1
Baden-Württemberg,5348766,Experimentelle Physik der kondensierten Materie,2001,1
Baden-Württemberg,5348774,Theoretische Physik der kondensierten Materie,2001,1
Baden-Württemberg,5348778,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2001,1
Baden-Württemberg,5348782,Thermodynamik und Kinetik von Werkstoffen,2001,1
Baden-Württemberg,5348782,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2001,1
Baden-Württemberg,5348786,Physik,2001,1
Baden-Württemberg,5348790,Experimentelle Physik der kondensierten Materie,2001,1
Baden-Württemberg,5484926,"Informatik, System- und Elektrotechnik",2001,1
Baden-Württemberg,5484926,Maschinenbau und Produktionstechnik,2001,1
Baden-Württemberg,5484926,"Informatik, System- und Elektrotechnik",2001,1
Baden-Württemberg,5484926,Maschinenbau und Produktionstechnik,2001,1
Baden-Württemberg,5484926,"Informatik, System- und Elektrotechnik",2001,1
Baden-Württemberg,5484926,Maschinenbau und Produktionstechnik,2001,1
Baden-Württemberg,5485516,Physik,2001,1
Baden-Württemberg,5485516,Materialwissenschaft und Werkstofftechnik,2001,1
Baden-Württemberg,5485516,Biologie,2001,1
Baden-Württemberg,5485516,Chemie,2001,1
Niedersachsen,273275,Physik der kondensierten Materie,2001,1
Baden-Württemberg,273235,Physik der kondensierten Materie,2001,1
Baden-Württemberg,273241,Grundlagen der Biologie und Medizin,2001,1
Baden-Württemberg,273245,Grundlagen der Biologie und Medizin,2001,1
Baden-Württemberg,5280614,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2001,1
Baden-Württemberg,5280646,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2001,1
Baden-Württemberg,5280658,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",2001,1
Baden-Württemberg,5280678,Mathematik,2001,1
Baden-Württemberg,5280820,Mathematik,2001,1
Baden-Württemberg,5280832,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",2001,1
Baden-Württemberg,5280838,Theoretische Physik der kondensierten Materie,2001,1
Baden-Württemberg,5280844,Mathematik,2001,1
Baden-Württemberg,5280857,Astrophysik und Astronomie,2001,1
Baden-Württemberg,5280910,Mathematik,2001,1
Baden-Württemberg,5281043,"Interaktive und intelligente Systeme, Bild- und Sprachverarbeitung, Computergraphik und Visualisierung",2001,1
Baden-Württemberg,5289378,"Geologie, Ingenieurgeologie, Paläontologie",2001,1
Baden-Württemberg,5289466,Physik des Erdkörpers,2001,1
Baden-Württemberg,5324714,Mathematik,2001,1
Baden-Württemberg,5324720,Astrophysik und Astronomie,2001,1
Freistaat Bayern,273231,"Agrar-, Forstwissenschaften und Tiermedizin",2001,1
Freistaat Bayern,273285,Physik der kondensierten Materie,2001,1
Freistaat Bayern,5317514,Empirische Sozialforschung,2001,1
Freistaat Bayern,5330008,Präparative und Physikalische Chemie von Polymeren,2001,1
Freistaat Bayern,5330020,Präparative und Physikalische Chemie von Polymeren,2001,1
Freistaat Bayern,5330160,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2001,1
Freistaat Bayern,5354255,Ethnologie und Europäische Ethnologie,2001,1
Hessen,5298670,Theoretische Physik der kondensierten Materie,2001,1
Hessen,5298762,"FK Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen / Allgemeine Theoretische Chemie",2001,1
Hessen,5299408,Zellbiologie,2001,1
Hessen,5299412,Allgemeine Genetik,2001,1
Hessen,5299418,Zellbiologie,2001,1
Hessen,5299441,Zellbiologie,2001,1
Hessen,5299454,Zellbiologie,2001,1
Hessen,5299490,Entwicklungsbiologie,2001,1
Hessen,5299508,Zellbiologie,2001,1
Hessen,5299514,Biophysik,2001,1
Baden-Württemberg,273373,Wirtschaftswissenschaften,2001,1
Freistaat Sachsen,5322110,Ägyptische und Vorderasiatische Altertumswissenschaften,2001,1
Freistaat Sachsen,5322116,Ägyptische und Vorderasiatische Altertumswissenschaften,2001,1
Freistaat Sachsen,5322126,"Islamwissenschaften, Arabistik, Semitistik",2001,1
Freistaat Sachsen,5322126,Ägyptische und Vorderasiatische Altertumswissenschaften,2001,1
Freistaat Sachsen,5322422,Geisteswissenschaften,2001,1
Baden-Württemberg,273213,Physik der kondensierten Materie,2001,1
Baden-Württemberg,273213,Physikalische und Theoretische Chemie,2001,1
Baden-Württemberg,273289,Grundlagen der Biologie und Medizin,2001,1
Baden-Württemberg,273289,Grundlagen der Biologie und Medizin,2001,1
Baden-Württemberg,5316546,Experimentelle Physik der kondensierten Materie,2001,1
Baden-Württemberg,5326221,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Baden-Württemberg,5326264,"Evolution, Anthropologie",2001,1
Baden-Württemberg,5326282,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Niedersachsen,5293236,Kognitive Neurowissenschaft,2001,1
Baden-Württemberg,273305,Mathematik,2001,1
Baden-Württemberg,273405,Rechtswissenschaften,2001,1
Baden-Württemberg,5290766,Zellbiologie,2001,1
Baden-Württemberg,5290784,Zellbiologie,2001,1
Baden-Württemberg,5290790,Zellbiologie,2001,1
Baden-Württemberg,5290802,Biochemie,2001,1
Niedersachsen,5308658,"Nachrichten- und Hochfrequenztechnik, Kommunikationstechnik und -netze, Theoretische Elektrotechnik",2001,1
Niedersachsen,5308664,"Nachrichten- und Hochfrequenztechnik, Kommunikationstechnik und -netze, Theoretische Elektrotechnik",2001,1
Niedersachsen,5311872,Mikrobielle Ökologie und Angewandte Mikrobiologie,2001,1
Niedersachsen,5311894,Bioverfahrenstechnik,2001,1
Niedersachsen,5311900,Bioverfahrenstechnik,2001,1
Niedersachsen,5312016,Bioverfahrenstechnik,2001,1
Niedersachsen,5312040,Bioverfahrenstechnik,2001,1
Niedersachsen,5312052,Chemische und Thermische Verfahrenstechnik,2001,1
Niedersachsen,5312086,Bioverfahrenstechnik,2001,1
Niedersachsen,5312158,Bioverfahrenstechnik,2001,1
Niedersachsen,5312188,Bioverfahrenstechnik,2001,1
Niedersachsen,5312200,Chemische und Thermische Verfahrenstechnik,2001,1
Niedersachsen,5312218,Chemische und Thermische Verfahrenstechnik,2001,1
Niedersachsen,5312252,Bioverfahrenstechnik,2001,1
Niedersachsen,5312270,Wärmetechnik/Verfahrenstechnik,2001,1
Niedersachsen,5344254,Mikrosysteme,2001,1
Niedersachsen,5344494,"Füge-, Montage- und Trenntechnik",2001,1
Niedersachsen,5484689,Wärmetechnik/Verfahrenstechnik,2001,1
Niedersachsen,5484689,Medizin,2001,1
Niedersachsen,5484689,Biologie,2001,1
Hessen,5279450,Strömungsmechanik,2001,1
Hessen,5279626,Chemische und Thermische Verfahrenstechnik,2001,1
Hessen,5279638,Chemische und Thermische Verfahrenstechnik,2001,1
Hessen,5279644,Chemische und Thermische Verfahrenstechnik,2001,1
Hessen,5279662,Energieverfahrenstechnik,2001,1
Hessen,5279668,Energieverfahrenstechnik,2001,1
Hessen,5279674,Energieverfahrenstechnik,2001,1
Hessen,5279680,Energieverfahrenstechnik,2001,1
Hessen,5279686,Energieverfahrenstechnik,2001,1
Hessen,5279700,Energieverfahrenstechnik,2001,1
Hessen,5279706,Strömungsmechanik,2001,1
Hessen,5279718,Strömungsmechanik,2001,1
Hessen,5279724,Strömungsmechanik,2001,1
Hessen,5279736,Strömungsmechanik,2001,1
Hessen,5279742,Wärmetechnik/Verfahrenstechnik,2001,1
Freie Hansestadt Bremen,5289024,"FK Rohstoffe, Material- und Werkstoffwissenschaften",2001,1
Freie Hansestadt Bremen,5289132,Mechanische Verfahrenstechnik,2001,1
Freie Hansestadt Bremen,5289136,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5289142,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5289146,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2001,1
Freie Hansestadt Bremen,5289152,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5289176,Messsysteme,2001,1
Freie Hansestadt Bremen,5289180,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2001,1
Freie Hansestadt Bremen,5289186,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5289192,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5289213,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5289220,Theoretische Informatik,2001,1
Freie Hansestadt Bremen,5289237,Maschinenbau und Produktionstechnik,2001,1
Freie Hansestadt Bremen,5291554,Chemische und Thermische Verfahrenstechnik,2001,1
Freie Hansestadt Bremen,5291570,Chemische und Thermische Verfahrenstechnik,2001,1
Freie Hansestadt Bremen,5291610,Keramische und metallische Sinterwerkstoffe,2001,1
Freie Hansestadt Bremen,5291616,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5291646,Keramische und metallische Sinterwerkstoffe,2001,1
Freie Hansestadt Bremen,5323810,Verbundwerkstoffe,2001,1
Freie Hansestadt Bremen,5338724,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5338812,Polymermaterialien,2001,1
Freie Hansestadt Bremen,5338824,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2001,1
Freie Hansestadt Bremen,5338838,FK Werkstofftechnik,2001,1
Freie Hansestadt Bremen,5338850,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5338856,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5338862,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5338868,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5338880,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5338886,Kunststofftechnik,2001,1
Freie Hansestadt Bremen,5338892,Spanende Fertigungstechnik,2001,1
Freie Hansestadt Bremen,5338906,Messsysteme,2001,1
Freie Hansestadt Bremen,5338918,Produktionsorganisation und Betriebswissenschaften,2001,1
Freie Hansestadt Bremen,5338924,Messsysteme,2001,1
Freie Hansestadt Bremen,5338950,Messsysteme,2001,1
Freie Hansestadt Bremen,5338968,Maschinenbau und Produktionstechnik,2001,1
Freie Hansestadt Bremen,5348557,"Geologie, Ingenieurgeologie, Paläontologie",2001,1
Freie Hansestadt Bremen,5348575,"Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde",2001,1
Freie Hansestadt Bremen,5348596,"Geologie, Ingenieurgeologie, Paläontologie",2001,1
Freie Hansestadt Bremen,5348600,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Freie Hansestadt Bremen,5348604,Geowissenschaften,2001,1
Freie Hansestadt Bremen,5484482,Maschinenbau und Produktionstechnik,2001,1
Freie Hansestadt Bremen,5484482,Materialwissenschaft und Werkstofftechnik,2001,1
Freie Hansestadt Bremen,5484482,"Informatik, System- und Elektrotechnik",2001,1
Freie Hansestadt Bremen,5484482,Maschinenbau und Produktionstechnik,2001,1
Freie Hansestadt Bremen,5484482,Materialwissenschaft und Werkstofftechnik,2001,1
Freie Hansestadt Bremen,5484482,"Informatik, System- und Elektrotechnik",2001,1
Freie Hansestadt Bremen,5484947,Maschinenbau und Produktionstechnik,2001,1
Freie Hansestadt Bremen,5484947,Materialwissenschaft und Werkstofftechnik,2001,1
Freie Hansestadt Bremen,5485435,Geowissenschaften,2001,1
Freie Hansestadt Bremen,5485435,Chemie,2001,1
Rheinland-Pfalz,273385,Mathematik,2001,1
Rheinland-Pfalz,5293476,Theoretische Informatik,2001,1
Nordrhein-Westfalen,273345,Physik der kondensierten Materie,2001,1
Nordrhein-Westfalen,5332430,"Konstruktion, Maschinenelemente, Produktentwicklung",2001,1
Nordrhein-Westfalen,5332500,"Betriebs-, Kommunikations-, Datenbank- und verteilte Systeme",2001,1
Nordrhein-Westfalen,5332546,Theoretische Informatik,2001,1
Brandenburg,5286890,Bodenwissenschaften,2001,1
Brandenburg,5286896,Bodenwissenschaften,2001,1
Brandenburg,5286902,Bodenwissenschaften,2001,1
Brandenburg,5286920,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Brandenburg,5286926,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Brandenburg,5286932,Urologie,2001,1
Brandenburg,5286956,"Evolution, Anthropologie",2001,1
Brandenburg,5286986,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Brandenburg,5287084,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Brandenburg,5287108,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Brandenburg,5287120,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Brandenburg,5287132,"Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung",2001,1
Brandenburg,5287144,Wissenschaftsgeschichte,2001,1
Brandenburg,5287196,Wirtschaftstheorie,2001,1
Brandenburg,5287230,"Agrar-, Forstwissenschaften und Tiermedizin",2001,1
Brandenburg,5484463,"Agrar-, Forstwissenschaften und Tiermedizin",2001,1
Freistaat Sachsen,5105350,"Elektronische Halbleiter, Bauelemente und Schaltungen, Integrierte Systeme",2001,1
Freistaat Sachsen,5285863,Mikrosysteme,2001,1
Freistaat Sachsen,5285882,Mikrosysteme,2001,1
Freistaat Sachsen,5324738,Mathematik,2001,1
Freistaat Sachsen,5332122,Ur- und Umformtechnik,2001,1
Freistaat Sachsen,5332284,Spanende Fertigungstechnik,2001,1
Nordrhein-Westfalen,5287410,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2001,1
Nordrhein-Westfalen,5287416,Biochemie,2001,1
Nordrhein-Westfalen,5287422,Biochemie,2001,1
Nordrhein-Westfalen,5287426,Biologie,2001,1
Nordrhein-Westfalen,5289724,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289730,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289735,Europäische und Amerikanische Literaturen,2001,1
Nordrhein-Westfalen,5289748,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289762,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289786,Grundlagen des Rechts und der Rechtswissenschaft,2001,1
Nordrhein-Westfalen,5289792,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289798,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289804,Mittelalterliche Geschichte,2001,1
Nordrhein-Westfalen,5289816,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289826,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Nordrhein-Westfalen,5289846,Soziologische Theorie,2001,1
Nordrhein-Westfalen,5289852,Geisteswissenschaften,2001,1
Nordrhein-Westfalen,5484503,Geisteswissenschaften,2001,1
Nordrhein-Westfalen,5484503,Sozial- und Verhaltenswissenschaften,2001,1
Hessen,5299430,Zellbiologie,2001,1
Hessen,5323642,Biochemie,2001,1
Freistaat Thüringen,5116312,Katholische Theologie,2001,1
Freistaat Thüringen,5318940,Wirtschaftspolitik und Finanzwissenschaften,2001,1
Freistaat Thüringen,5318964,Empirische Sozialforschung,2001,1
Freistaat Thüringen,5318980,Humangeographie,2001,1
Freistaat Thüringen,5319052,Humangeographie,2001,1
Freistaat Thüringen,5319060,Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte),2001,1
Freistaat Thüringen,5319102,Empirische Sozialforschung,2001,1
Freistaat Thüringen,5319120,Empirische Sozialforschung,2001,1
Freistaat Thüringen,5319162,Empirische Sozialforschung,2001,1
